Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
FCGR3A-mediated Phagocytosis	72/142	1.7724049557791656E-14	1.2311884424965989E-12	0	0	3.7841928100175037	119.82212843798057	IGHV3-23;IGHV1-2;CD3G;IGHV4-39;IGLV8-61;IGHG3;IGLV2-8;IGHG4;IGHG1;FCGR3A;IGHG2;IGKV1-16;IGKV1-17;IGKV2-28;IGLV7-46;IGKV1-12;IGLC3;IGLC2;IGHV3-7;IGHV3-30;IGKV3D-20;IGKV1D-39;IGKV1D-33;FGR;IGLV4-69;IGLV5-37;MYH2;IGKV2D-28;IGLV3-16;IGLV3-12;BTK;ELMO1;IGKV4-1;IGHV7-81;IGKV2-30;IGLV3-19;IGLV10-54;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGLV3-1;IGHV1-69;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV5-45;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGLV2-18;FYN;IGKV1-33;IGKV3-11;WASF3;IGHV3-53;IGLC7;IGKV2D-40;IGHV3-11;IGKV5-2;IGKV1-5;IGKV1D-16;IGKV1D-12;IGLV1-51;MYO1C;IGLV2-23;IGKV3-20
Leishmania Phagocytosis	72/142	1.7724049557791656E-14	1.2311884424965989E-12	0	0	3.7841928100175037	119.82212843798057	IGHV3-23;IGHV1-2;CD3G;IGHV4-39;IGLV8-61;IGHG3;IGLV2-8;IGHG4;IGHG1;FCGR3A;IGHG2;IGKV1-16;IGKV1-17;IGKV2-28;IGLV7-46;IGKV1-12;IGLC3;IGLC2;IGHV3-7;IGHV3-30;IGKV3D-20;IGKV1D-39;IGKV1D-33;FGR;IGLV4-69;IGLV5-37;MYH2;IGKV2D-28;IGLV3-16;IGLV3-12;BTK;ELMO1;IGKV4-1;IGHV7-81;IGKV2-30;IGLV3-19;IGLV10-54;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGLV3-1;IGHV1-69;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV5-45;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGLV2-18;FYN;IGKV1-33;IGKV3-11;WASF3;IGHV3-53;IGLC7;IGKV2D-40;IGHV3-11;IGKV5-2;IGKV1-5;IGKV1D-16;IGKV1D-12;IGLV1-51;MYO1C;IGLV2-23;IGKV3-20
Parasite Infection	72/142	1.7724049557791656E-14	1.2311884424965989E-12	0	0	3.7841928100175037	119.82212843798057	IGHV3-23;IGHV1-2;CD3G;IGHV4-39;IGLV8-61;IGHG3;IGLV2-8;IGHG4;IGHG1;FCGR3A;IGHG2;IGKV1-16;IGKV1-17;IGKV2-28;IGLV7-46;IGKV1-12;IGLC3;IGLC2;IGHV3-7;IGHV3-30;IGKV3D-20;IGKV1D-39;IGKV1D-33;FGR;IGLV4-69;IGLV5-37;MYH2;IGKV2D-28;IGLV3-16;IGLV3-12;BTK;ELMO1;IGKV4-1;IGHV7-81;IGKV2-30;IGLV3-19;IGLV10-54;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGLV3-1;IGHV1-69;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV5-45;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGLV2-18;FYN;IGKV1-33;IGKV3-11;WASF3;IGHV3-53;IGLC7;IGKV2D-40;IGHV3-11;IGKV5-2;IGKV1-5;IGKV1D-16;IGKV1D-12;IGLV1-51;MYO1C;IGLV2-23;IGKV3-20
Formation of a Pool of Free 40S Subunits	58/106	8.544577315792192E-14	5.539734293071937E-12	0	0	4.437177078440582	133.51862713329547	RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPS15;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;RPS3A;RPL24;RPL27;RPL26;RPL29;RPL28;RPL12;RPL36A;RPS15A;RPL14;RPS3;RPL13;RPS2;RPL18;RPS27A;RPL17;RPL41;RPL35A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPL22L1;FAU;RPS21;RPS24
Response of EIF2AK4 (GCN2) to Amino Acid Deficiency	58/106	8.544577315792192E-14	5.539734293071937E-12	0	0	4.437177078440582	133.51862713329547	RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPS15;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;RPS3A;RPL24;RPL27;RPL26;RPL29;RPL28;RPL12;RPL36A;RPS15A;RPL14;RPS3;RPL13;RPS2;RPL18;RPS27A;RPL17;RPL41;RPL35A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPL22L1;FAU;RPS21;RPS24
Regulation of Actin Dynamics for Phagocytic Cup Formation	71/143	1.0479947216064377E-13	6.575321721046843E-12	0	0	3.626658814291323	108.38896429727195	IGHV3-23;IGHV1-2;CD3G;IGHV4-39;IGLV8-61;IGHG3;IGLV2-8;IGHG4;IGHG1;FCGR3A;IGHG2;IGKV1-16;IGKV1-17;IGKV2-28;IGLV7-46;IGKV1-12;IGLC3;IGLC2;IGHV3-7;IGHV3-30;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGLV4-69;IGLV5-37;MYH2;IGKV2D-28;IGLV3-16;IGLV3-12;BTK;ELMO1;IGKV4-1;IGHV7-81;IGKV2-30;IGLV3-19;IGLV10-54;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGLV3-1;IGHV1-69;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV5-45;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGLV2-18;IGKV1-33;IGKV3-11;FCGR1A;WASF3;IGHV3-53;IGLC7;IGKV2D-40;IGHV3-11;IGKV5-2;IGKV1-5;IGKV1D-16;IGKV1D-12;IGLV1-51;MYO1C;IGLV2-23;IGKV3-20
Selenoamino Acid Metabolism	63/122	2.577265240490843E-13	1.5664940289858406E-11	0	0	3.9229536877259124	113.71417742124474	RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPS15;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;RPS3A;MAT1A;INMT;RPL24;RPL27;RPL26;RPL29;RPL28;NNMT;RPL12;RPL36A;PAPSS2;RPS15A;CBS;RPL14;RPS3;RPL13;RPS2;RPL18;RPS27A;RPL17;RPL41;RPL35A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPL22L1;FAU;RPS21;RPS24
SRP-dependent Cotranslational Protein Targeting to Membrane	60/119	3.593808113383819E-12	2.1181687213731904E-10	0	0	3.7335128074423345	98.3848153547001	RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPS15;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;SSR4;RPS8;RPS5;RPS6;RPL13A;RPSA;RPS3A;RPL24;RPL27;RPL26;RPL29;RPL28;RPL12;RPL36A;RPS15A;RPL14;RPS3;RPL13;RPS2;RPL18;RPS27A;RPL17;SEC11C;RPL41;RPL35A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPL22L1;FAU;RPS21;RPS24
L13a-mediated Translational Silencing of Ceruloplasmin Expression	58/116	1.2752350314686707E-11	7.295094518254602E-10	0	0	3.669798027242837	92.05800472074263	RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPS15;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;RPS3A;RPL24;RPL27;RPL26;RPL29;RPL28;RPL12;RPL36A;RPS15A;RPL14;RPS3;RPL13;RPS2;RPL18;RPS27A;RPL17;RPL41;RPL35A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPL22L1;FAU;RPS21;RPS24
GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	58/117	1.9996745221789486E-11	1.11124769875373E-9	0	0	3.6073671891792918	88.86911977271677	RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPS15;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;RPS3A;RPL24;RPL27;RPL26;RPL29;RPL28;RPL12;RPL36A;RPS15A;RPL14;RPS3;RPL13;RPS2;RPL18;RPS27A;RPL17;RPL41;RPL35A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPL22L1;FAU;RPS21;RPS24
Fcgamma Receptor (FCGR) Dependent Phagocytosis	74/168	5.3907093266316336E-11	2.91248045563848E-9	0	0	2.893205733947255	68.40625924448665	IGHV3-23;IGHV1-2;CD3G;IGHV4-39;IGLV8-61;IGHG3;IGLV2-8;IGHG4;IGHG1;FCGR3A;IGHG2;IGKV1-16;IGKV1-17;IGKV2-28;IGLV7-46;IGKV1-12;IGLC3;IGLC2;IGHV3-7;IGHV3-30;IGKV3D-20;IGKV1D-39;IGKV1D-33;FGR;IGLV4-69;IGLV5-37;MYH2;IGKV2D-28;IGLV3-16;IGLV3-12;BTK;ELMO1;IGKV4-1;IGHV7-81;IGKV2-30;IGLV3-19;IGLV10-54;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;PLD4;IGLV3-1;IGHV1-69;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV5-45;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGLV2-18;FYN;IGKV1-33;IGKV3-11;FCGR1A;WASF3;IGHV3-53;IGLC7;IGKV2D-40;IGHV3-11;IGKV5-2;IGKV1-5;IGKV1D-16;IGKV1D-12;IGLV1-51;MYO1C;IGLV2-23;IGKV3-20
Nonsense Mediated Decay (NMD) Enhanced by the Exon Junction Complex (EJC)	58/120	7.342795873240304E-11	3.758352098276945E-9	0	0	3.4321580630009545	80.08843484678346	RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPS15;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;RPS3A;RPL24;RPL27;RPL26;RPL29;RPL28;RPL12;RPL36A;RPS15A;RPL14;RPS3;RPL13;RPS2;RPL18;RPS27A;RPL17;RPL41;RPL35A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPL22L1;FAU;RPS21;RPS24
Nonsense-Mediated Decay (NMD)	58/120	7.342795873240304E-11	3.758352098276945E-9	0	0	3.4321580630009545	80.08843484678346	RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPS15;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;RPS3A;RPL24;RPL27;RPL26;RPL29;RPL28;RPL12;RPL36A;RPS15A;RPL14;RPS3;RPL13;RPS2;RPL18;RPS27A;RPL17;RPL41;RPL35A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPL22L1;FAU;RPS21;RPS24
Leishmania Infection	97/245	1.0665368067463228E-10	5.1860352228039944E-9	0	0	2.4134577810804405	55.41645193795171	IGHV3-23;IGLV8-61;IGLV2-8;IGHG3;PYCARD;IGHG4;CYSLTR1;IGHG1;CYSLTR2;IGHG2;IGKV1-16;GNAT3;IGKV1-17;PRKACG;IGKV1-12;IGHV3-7;PRKACA;IGHV3-30;CYBA;IGKV1D-39;IGKV1D-33;IGKV2D-28;BTK;IGKV4-1;ELMO1;IGHV7-81;IGLV10-54;GNAZ;IGKV2D-30;IGHV4-59;IGHV1-69;MEFV;IGLV1-40;IGLV1-47;IGLV6-57;PRKAR2B;IGLV2-14;IGLV1-44;IGKV3-15;HMOX1;IGLV2-18;IGKV3-11;IGKV2D-40;FZD7;IGHV3-11;IGKV1D-16;GNG11;IGKV1D-12;IL6;IGLV1-51;IGLV2-23;NOXA1;GNB3;CALM1;IGKV3-20;IGHV1-2;CD3G;IGHV4-39;FCGR3A;IGKV2-28;IGLV7-46;IGLC3;IGLC2;IL18;IGKV3D-20;FGR;IGLV4-69;IGLV5-37;MYH2;IGLV3-16;IGLV3-12;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;NOXO1;IGLV3-1;ADCY1;GNAI1;ADCY5;IGLV3-25;IGLV3-27;GNG2;IGKC;IGLV5-45;IGLV3-21;IGKV1-39;GNG7;FYN;IGKV1-33;FCGR1A;WASF3;IGHV3-53;IGLC7;IGKV5-2;IGKV1-5;MYO1C
Parasitic Infection Pathways	97/245	1.0665368067463228E-10	5.1860352228039944E-9	0	0	2.4134577810804405	55.41645193795171	IGHV3-23;IGLV8-61;IGLV2-8;IGHG3;PYCARD;IGHG4;CYSLTR1;IGHG1;CYSLTR2;IGHG2;IGKV1-16;GNAT3;IGKV1-17;PRKACG;IGKV1-12;IGHV3-7;PRKACA;IGHV3-30;CYBA;IGKV1D-39;IGKV1D-33;IGKV2D-28;BTK;IGKV4-1;ELMO1;IGHV7-81;IGLV10-54;GNAZ;IGKV2D-30;IGHV4-59;IGHV1-69;MEFV;IGLV1-40;IGLV1-47;IGLV6-57;PRKAR2B;IGLV2-14;IGLV1-44;IGKV3-15;HMOX1;IGLV2-18;IGKV3-11;IGKV2D-40;FZD7;IGHV3-11;IGKV1D-16;GNG11;IGKV1D-12;IL6;IGLV1-51;IGLV2-23;NOXA1;GNB3;CALM1;IGKV3-20;IGHV1-2;CD3G;IGHV4-39;FCGR3A;IGKV2-28;IGLV7-46;IGLC3;IGLC2;IL18;IGKV3D-20;FGR;IGLV4-69;IGLV5-37;MYH2;IGLV3-16;IGLV3-12;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;NOXO1;IGLV3-1;ADCY1;GNAI1;ADCY5;IGLV3-25;IGLV3-27;GNG2;IGKC;IGLV5-45;IGLV3-21;IGKV1-39;GNG7;FYN;IGKV1-33;FCGR1A;WASF3;IGHV3-53;IGLC7;IGKV5-2;IGKV1-5;MYO1C
Cap-dependent Translation Initiation	58/124	3.7386926529476597E-10	1.731370764281714E-8	0	0	3.2233229429096033	69.9690416029322	RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPS15;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;RPS3A;RPL24;RPL27;RPL26;RPL29;RPL28;RPL12;RPL36A;RPS15A;RPL14;RPS3;RPL13;RPS2;RPL18;RPS27A;RPL17;RPL41;RPL35A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPL22L1;FAU;RPS21;RPS24
Eukaryotic Translation Initiation	58/124	3.7386926529476597E-10	1.731370764281714E-8	0	0	3.2233229429096033	69.9690416029322	RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPS15;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;RPS3A;RPL24;RPL27;RPL26;RPL29;RPL28;RPL12;RPL36A;RPS15A;RPL14;RPS3;RPL13;RPS2;RPL18;RPS27A;RPL17;RPL41;RPL35A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPL22L1;FAU;RPS21;RPS24
SARS-CoV-1 Modulates Host Translation Machinery	27/41	1.352222756985513E-9	6.116449447294937E-8	0	0	7.04609799153982	143.89200365964572	RPS15;RPS14;RPS17;RPS15A;RPS16;RPS19;RPS18;RPS3;RPS2;RPS11;RPS27A;RPS10;RPS12;RPS9;RPS7;RPS8;RPS5;RPS6;RPS3A;RPSA;RPS25;RPS28;RPS27;RPS29;FAU;RPS21;RPS24
FCERI Mediated NF-kB Activation	63/147	5.309146585359957E-9	2.34688411557389E-7	0	0	2.7509992946155655	52.41708591019659	IGHV3-23;IGHV1-2;IGHV4-39;IGLV8-61;IGLV2-8;IGKV1-16;IGKV1-17;IGKV2-28;IGLV7-46;IGKV1-12;IGLC3;PSMD1;IGLC2;IGHV3-7;IGHV3-30;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGLV4-69;IGLV5-37;IGKV2D-28;IGLV3-16;IGLV3-12;IGKV4-1;IGHV7-81;PRKCQ;CARD11;IGKV2-30;IGLV3-19;IGLV10-54;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGLV3-1;IGHV1-69;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV5-45;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGLV2-18;IGKV1-33;IGKV3-11;RPS27A;IGHV3-53;IGLC7;IGKV2D-40;IGHV3-11;IGKV5-2;IGKV1-5;IGKV1D-16;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Signaling by the B Cell Receptor (BCR)	66/162	2.6378605208060224E-8	1.1168564733021869E-6	0	0	2.5215882352941175	44.00351149923078	IGHM;SH3KBP1;IGHV3-23;IGHV1-2;PIK3CD;IGHV4-39;IGLV2-8;IGKV1-16;IGKV1-17;IGKV2-28;IGKV1-12;IGLC3;PSMD1;IGLC2;IGHV3-7;IGHV3-30;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;BTK;IGKV4-1;IGHD;IGHV7-81;SOS1;CARD11;IGKV2-30;IGLV3-19;BLK;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;DAPP1;IGLV3-1;IGHV1-69;CD79A;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;FYN;IGKV1-33;IGKV3-11;RPS27A;IGHV3-53;IGLC7;IGKV2D-40;IGHV3-11;IGKV5-2;IGKV1-5;IGKV1D-16;IGKV1D-12;IGLV1-51;IGLV2-23;PTPN6;CALM1;NFKBIE;IGKV3-20
Metabolism of Amino Acids and Derivatives	122/358	2.641408625804658E-8	1.1168564733021869E-6	0	0	1.9041083711193554	33.22548843873239	DMGDH;RPL5;RPL3;RPL32;GLDC;RPL31;RPL34;FOLH1B;RPL8;RPL10A;SAT1;GCSH;RPS15;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;PSMD1;RPL35;RPL37;RPS11;GLUL;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;GPT2;RPS5;MCCC1;RPS6;SLC6A12;PIPOX;SLC6A11;RPSA;HOGA1;MAT1A;GCAT;FOLH1;RPL24;RPL27;RPL26;RPL29;RPL28;IDO1;NNMT;SHMT1;SLC5A5;ACAT1;NAALAD2;PRODH;RPL41;PYCR1;AZIN2;NMRAL1;QDPR;RPS25;ALDH6A1;RPS28;RPS27;SLC6A8;RPS29;RPL27A;OGDH;RPS21;SERINC2;RPS24;SERINC4;RPLP1;RPLP0;DBH;FTCD;ARG2;BHMT2;AMT;RPL13A;RPS3A;INMT;SLC7A5;CHDH;NAT8L;DLD;ASPA;OCA2;ECHS1;GLS2;HAAO;RPL12;TYRP1;RPL36A;PAPSS2;CKMT2;DUOX1;RPS15A;CBS;RPL14;RPS3;RPL13;RPS2;RPL18;RPS27A;CRYM;RPL17;DUOX2;NQO1;CKMT1A;RPL35A;FAH;SUOX;ASS1;UROC1;PSAT1;RPL22L1;FAU;NAGS;CDO1;OTC
Potential Therapeutics for SARS	66/164	4.639757721759344E-8	1.9200699508131754E-6	0	0	2.469810324129652	41.70526305743879	ITGB1;IGHM;SH3KBP1;IGHV3-23;IGHV1-2;IGHV4-39;IGLV2-8;CYSLTR1;IGKV1-16;IGKV1-17;IGKV2-28;IGKV1-12;IGLC3;IGLC2;IGHV3-7;ZBP1;IGHV3-30;IGKV3D-20;ATP1B3;IGKV1D-39;ATP1B1;IGKV1D-33;ACE2;IGKV2D-28;BTK;IGKV4-1;IGHD;IGHV7-81;SOS1;IGKV2-30;IGLV3-19;IGHV2-70;IGHV2-5;IGKV2D-30;ROCK2;IGHV4-59;IGLV3-1;IGHV1-69;CD79A;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;S1PR1;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGHV3-11;IGKV5-2;IGKV1-5;IGKV1D-16;IGKV1D-12;IGLV1-51;FXYD3;IGLV2-23;PDCD1;IGKV3-20
Hemostasis	208/707	3.940891159557303E-7	1.5968819386122822E-5	0	0	1.5408031252378174	22.72174414464244	SPARC;IGHV3-23;IGLV8-61;VPREB3;IGLV2-8;IGKV1-16;PPP2R1B;GNAT3;IGKV1-17;PRKACG;IGKV1-12;IGHV3-7;PRKACA;CXADR;IGHV3-30;IGKV2D-28;PSG4;IGKV4-1;IGHV7-81;PRKCQ;TLN1;ZFPM2;ZFPM1;IGLV10-54;GRB7;IGKV2D-30;PDE1B;STXBP2;PDGFB;PDGFA;A1BG;IGHV1-69;GATA2;PRKCZ;ADAMTS13;PRKAR2B;INPP5D;TSPAN7;IGHA1;APOB;IGHA2;VTI1B;IGKV2D-40;IGHV3-11;PDE2A;FN1;IGF2;IGF1;L1CAM;GNG11;EHD2;TF;CALM1;IGHM;ORM1;HBB;KIF12;ORM2;JCHAIN;KIF19;IGLV7-46;RAC2;OLR1;TIMP3;CD36;PF4V1;SERPINB2;ANXA2;ANXA5;ITPK1;KIF22;RHOB;APBB1IP;SLC7A5;F8;SLC7A6;CEACAM1;IGLV3-16;KIFC2;KIFC1;CEACAM6;IGLV3-12;CD48;IGLV3-19;MGLL;SELPLG;GNAI1;IGLV3-25;IGLV3-27;IGKC;EPCAM;IGLV3-21;SLC16A1;SERPIND1;F12;IGKV1-5;VEGFB;VEGFC;IGLL1;KIF26B;KLKB1;DGKG;GUCY1B2;DOCK11;TUBB6;KIF5B;SLC16A8;GUCY1A2;HGF;F2R;IGKV1D-39;ATP1B3;IGKV1D-33;ATP1B1;DGKI;IGHV4-59;AK3;ABHD6;KLC3;IGLV1-40;IGLV1-47;IGLV6-57;IGLV2-14;TBXA2R;IGLV1-44;IGKV3-15;IGLV2-18;IGKV3-11;TGFB2;CAV1;IGKV1D-16;IGKV1D-12;SELP;KIF18A;IGLV1-51;SELL;ITGA10;IGLV2-23;GNB3;ESAM;LAT;IGKV3-20;ITGB1;DOCK6;DAGLA;ITGB3;IGHV1-2;ITGB2;ARRB1;IGHV4-39;ITGAL;SPN;THBD;IGKV2-28;ITGAX;IGLC3;PHACTR2;IGLC2;SRGN;TRPC3;VWF;ITGA2;ITGA1;IGKV3D-20;PLA2G4A;PPP2R5A;ADRA2C;ADRA2B;ADRA2A;FGR;IGLV4-69;IGLV5-37;LCK;PECAM1;ITGA5;SOS1;IGKV2-30;IGHV2-70;ITIH4;IGHV2-5;TUBAL3;IGLV3-1;GNA14;GNA15;PDE11A;GNG2;IGLV5-45;IGKV1-39;GNG7;GNA12;FYN;IGKV1-33;ANGPT4;ANGPT2;ANGPT1;IGHV3-53;IGLC7;EGF;NOS3;IGKV5-2;ATP2B4;PTPN11;CD2;P2RX6;P2RX5;PDE10A;PTPN6;TEK
Influenza Viral RNA Transcription and Replication	59/149	4.5045184864007E-7	1.7880180522549717E-5	0	0	2.401393782789132	35.0916025280099	RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPS15;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;NUP210;RPL21;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;RPS3A;RPL24;RPL27;RPL26;RPL29;RPL28;RPL12;RPL36A;RPS15A;RPL14;RPS3;RPL13;RPS2;RPL18;RPS27A;RPL17;RPL41;RPL35A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPL22L1;FAU;RPS21;RPS24
Signaling by GPCR	207/706	5.49118730013742E-7	2.136071859753456E-5	0	0	1.533022238197495	22.0984406798587	ITSN1;FZD10;CRHBP;GPR176;HTR7;PPP2R1B;GNAT3;AKT2;PRKACG;RPS6KA2;AKT3;RPS6KA1;OXER1;PRKACA;NPFF;TIAM2;UTS2B;AGTR1;BTK;PRKCQ;NGEF;PDE1C;DHH;PDE1B;LPAR2;LPAR3;KALRN;CRHR2;PRKAR2B;GALR1;PENK;FZD1;WNT10A;NMB;GPR15;FZD4;FZD7;PDE2A;FN1;GNG11;MC1R;LPAR5;PNOC;PDE3A;GNRH1;CALM1;GPR27;GPR25;GPR20;CX3CL1;GPR132;FFAR3;FFAR2;CCR6;CCR5;CCR2;OXGR1;ANXA1;WNT9B;AVPR1A;RHOB;GAL;PLCB2;MGLL;RAMP2;PLPPR1;RAMP3;PLPPR4;PTGER3;CXCR4;ADCY1;CXCR6;GNAI1;ADCY5;PROKR1;CXCR1;CXCR3;CXCR2;CCL19;P2RY13;P2RY10;GABBR1;CCL22;MCF2;GPR55;SCTR;GPR4;AGT;GPR143;XK;ADM2;F2RL1;GHRL;CCL28;DGKG;CHRM1;GPR68;CXCL13;CXCL16;RGS5;CYSLTR1;RGS2;CYSLTR2;RGS3;RGS1;ADORA3;CCRL2;KPNA2;PDE8B;RGS9;LHCGR;F2R;PCP2;OBSCN;SMO;APLNR;DGKI;GNAZ;CALCRL;SUCNR1;ABHD6;GPR83;ADRB1;GPR84;ADRB2;HCAR2;HCAR3;WNT6;GRK3;CALCR;GRK5;HRH3;TBXA2R;DRD1;DRD4;WNT4;ARHGEF35;OPN4;ARHGEF37;WNT3A;PTCH2;HTR1B;GNB3;PLXNB1;ITGB1;GPSM1;CXCL9;DAGLA;CXCL8;RASGRF2;PDE3B;HTR2B;ADRA1D;ARRB1;ADRA1B;CXCL3;ADRA1A;CXCL2;CXCL5;GRM1;LTB4R;ADGRE2;GRM2;GRM4;INSL3;TRPC3;ARHGEF15;NPY5R;GLP2R;MMP3;ARHGEF19;PLA2G4A;SSTR1;ADRA2C;SSTR2;WNT16;ADRA2B;SSTR3;ADRA2A;ITGA5;SOS1;CX3CR1;RGS14;ROCK2;NPY4R;PTHLH;GNA14;GNA15;PDE11A;GNG2;CNR1;CCL5;GNG7;CCL4;GNA12;CCL3;S1PR1;RGS22;TAS1R3;OPRK1;PDE10A;RGS10;ACKR3;ACKR2;ACKR1;PDE7B;PDE7A
